document_id,title,uploaded_at
e2bd475e-7e5e-4c8d-8da6-da3a4f0cf833,Season 14.4 - ENTP + ISFJ Duality Pairs_enhanced.pdf,2025-10-25 03:08 PM
b879d2f2-abb5-4ef0-9156-f2fb2947e414,Season 15 - What Is The Temperament Matrix?.pdf,2025-10-25 03:09 PM
9ddc927f-d9f2-48e1-baca-7d11e4006422,Season 15 - How Does Affiliative Compare To Pragma.pdf,2025-10-25 03:09 PM
9b30e7f0-7f92-407f-8a6f-9e6976d54694,Season 15 - How To Prevent Mistyping.pdf,2025-10-25 03:09 PM
96bae641-a346-403d-a7ce-4bbdfae1c0ed,Season 15 - How Do We Use The Type Grid?.pdf,2025-10-25 03:09 PM
2e1b7f26-5f47-4f9c-8b45-42baae2e83ba,Season 15 - How Does Direct Compare To Informative.pdf,2025-10-25 03:09 PM
b547f78d-ece8-4790-8fb2-48830471da59,Season 15 - How Does Systematic Compare To Interes.pdf,2025-10-25 03:09 PM
1d7696de-a4e4-4446-8471-ba7981ed4696,Season 15 - How Does Initiating Compare To Respond.pdf,2025-10-25 03:09 PM
5513fc67-3cf6-486e-9c92-75d9320824f4,Season 15 - Intro To Interaction Style & Temperame.pdf,2025-10-25 03:09 PM
552c5a77-11fd-4b07-a758-b925802aaa76,Season 15 - How Does Control Compare To Movement? .pdf,2025-10-25 03:09 PM
b39bf7da-5f80-4f36-8b56-1eaa607b5b22,Season 15 - How Does Abstract Compare To Concrete?.pdf,2025-10-25 03:09 PM
c5723624-91e2-4a6e-9983-44147c8f8b3d,Season 15 - MBTI Letter Dichotomies Debunked.pdf,2025-10-25 03:09 PM
b592cf69-0e95-48e0-b226-0a0e6b4c009e,Season 15 - What Is Ambiversion?.pdf,2025-10-25 03:09 PM
a09189e5-7958-438a-a3ba-53a12589cf1f,Season 16 - What Is The Cognitive Attitude Of The -2.pdf,2025-10-25 03:10 PM
e725227c-bf7d-4c96-b4af-173d008eb4f9,Season 16 - What Is The Cognitive Attitude Of The -5.pdf,2025-10-25 03:10 PM
dda90fa2-c5f7-4feb-9bc1-62b6665a45ed,Season 16 - What Is The Cognitive Attitude Of The -7.pdf,2025-10-25 03:10 PM
11e27c70-54af-48d8-aabd-594e7d40803d,Season 16 - What Is The Cognitive Attitude Of The -4.pdf,2025-10-25 03:10 PM
6e8eae28-dcad-4aaf-a8ae-cd4ba8d65950,Season 16 - What Is The Cognitive Attitude Of The -3.pdf,2025-10-25 03:10 PM
14a905d6-a851-4954-97ed-f6d24879996d,Season 16 - What Is The Cognitive Attitude Of The -8.pdf,2025-10-25 03:10 PM
4b3b5fdf-76e0-4434-af2d-a46c1d419b7b,Season 16 - What Is The Cognitive Attitude Of The .pdf,2025-10-25 03:10 PM
6f3ad554-bd38-4cff-9083-12e5a7bd1a8a,Season 16 - What Is The Cognitive Attitude Of The -6.pdf,2025-10-25 03:10 PM
8fcc8df1-63a2-42af-87c0-82c917f23521,Season 17.1 - What is the Ego and it's Gateway?-2.pdf,2025-10-25 03:11 PM
e5ddaf38-0707-4445-9113-697214adfa28,Season 17.1 - What Is The Superego & Its Gateway? .pdf,2025-10-25 03:11 PM
4755f8ee-f3b4-46df-a3d6-0d33d285c4b9,Season 17.1 - How the four sides of the mind impac.pdf,2025-10-25 03:11 PM
14510aab-9c63-4b3c-a414-94c5936b55ed,Season 17.1 - How the four sides of the mind manif.pdf,2025-10-25 03:11 PM
7a55446b-34cc-4a56-a2f0-b9fb4b6f9430,Season 17.1 - How to Type with Quadras.pdf,2025-10-25 03:11 PM
3c981b55-86f8-4b42-8bcb-ce9c7f744ba0,Season 17.1 - Open letter & Psychological Prejudic.pdf,2025-10-25 03:11 PM
73f371c6-f62b-4741-bad8-95298ef57753,Season 17.1 - What is Cognitive Focus? | Individua.pdf,2025-10-25 03:11 PM
f510d82c-b07e-4b0e-80bd-d11c88b8cc14,Season 17.1 - What Is The Unconscious And Its Gate.pdf,2025-10-25 03:18 PM
2c652530-9492-426d-a9f3-5babc8c539b1,Season 17.1 - The Virtue and Vice of the Quadras |.pdf,2025-10-25 03:20 PM
05330a31-b5d1-4958-b306-3683d1de0b15,Season 17.1 - Who are the Gamma Quadra? | Wayfarer.pdf,2025-10-25 03:20 PM
0ffb34d7-649e-4743-8c40-7309cc381160,Season 17.1 - Who are the Beta Quadra? | The Templ.pdf,2025-10-25 03:21 PM
e78a3aec-8c76-40a5-abdb-604f59470940,Season 17.1 - Positive Parenting Solutions | Traum.pdf,2025-10-25 03:21 PM
05d6e7e3-f73d-4776-9a2f-642333c4b51f,"Season 17.1 - Who are the Delta Quadra? | Philosophers_ ESTJ, EN.pdf",2025-10-25 03:21 PM
e620c116-4762-4e5c-95c5-138fc7c3ad5e,Season 17.1 - What Is The Subconscious And Its Gat.pdf,2025-10-25 03:21 PM
5d22018c-81dd-4666-8337-a759846921f3,Season 17.1 - What Is the Source of All Cognition?-2.pdf,2025-10-25 03:21 PM
560a89b2-ffd2-4978-b4af-3ca047ffee84,Season 17.1 -Part 1_ What Is The Superego & Its Ga.pdf,2025-10-25 03:21 PM
2d45dd5f-1e36-4309-8045-6d80c724ffae,Season 17.1 -Who are the Alpha Quadra? | The Crusa.pdf,2025-10-25 03:23 PM
f6fb1e26-e277-4f4c-8271-e8c8ee9dfb85,"Season 17.2 - Philosopher (ESTJ, ISTJ, ENFP, INFP).pdf",2025-10-25 03:24 PM
0409109f-4e36-47c0-9335-e695ac764841,"Season 17.2 - Crusader (ENTP, INTP, ESFJ, ISFJ) Ab.pdf",2025-10-25 03:24 PM
c56ea5a9-3ab8-4e15-99d3-bdf5e6ded153,Season 17.2 - Positive Parenting Solutions.pdf,2025-10-25 03:24 PM
6f1e260b-ecd8-44e5-a16f-bbfc613e34f4,"Season 17.2 - Templar (ESTP, ISTP, ENFJ, INFJ) Abu.pdf",2025-10-25 03:24 PM
a9772fe7-e52d-4c02-89e4-c7d4c9c60c60,"Season 17.2 - Wayfarer Abusers (INTJ, ENTJ, ISFP, .pdf",2025-10-25 03:24 PM
5ea7fd5d-d00b-4a0f-b5d3-31319bd866f7,Season 18 - Octagram Cognitive Development.pdf,2025-10-25 03:25 PM
4e73bdce-cc82-419a-9024-b8cdc10bb678,Season 18 - Cognitive Focus in Octagram.pdf,2025-10-25 03:25 PM
e1b6343d-79eb-4054-9140-ce838884e85f,Season 18 - Satisfaction and Reverence.pdf,2025-10-25 03:25 PM
aecd533f-fece-44f1-ac66-d9b8638964e2,Season 18 - The Third Axis_ Spear and Bow (Fi - Te.pdf,2025-10-25 03:25 PM
cb5d078d-7c0b-4f2b-95c2-4f4f799850ce,Season 18 - Se and Ne Cognitive Reflection.pdf,2025-10-25 03:25 PM
2023e19d-d142-4c34-bf15-fca8ee34acb9,Season 18 - SD | UF Decay Octagram.pdf,2025-10-25 03:25 PM
e35e6016-8ef5-4e65-a44c-9e7e7e9ee55a,Season 18 - 1st Reflector Functions Te & Fe.pdf,2025-10-25 03:25 PM
c9d3a71f-d17e-48a9-bef6-f281ad04968c,Season 18 - Purpose & Discovery.pdf,2025-10-25 03:26 PM
58f57105-5a25-4f42-a0bc-99cc42e9e32e,Season 18 - Improve Cognitive Functions Through Co.pdf,2025-10-25 03:26 PM
fc4fa6bf-d3e9-48ad-8b4a-ee4ab45fb061,Season 18 - Intimacy and Justification.pdf,2025-10-25 03:26 PM
2020bf6f-7505-42d4-9aea-a42f5b434c61,Season 18 - The System Behind Judgement.pdf,2025-10-25 03:26 PM
1ceb8a29-a99f-4520-8475-526670e342fb,Season 18 - Cognitive Battlegrounds.pdf,2025-10-25 03:26 PM
4df222e8-d550-4169-9439-5dbadb662c60,Season 18 -The Fourth Reflection Ti + Fi.pdf,2025-10-25 03:26 PM
8170323a-7574-4899-8f18-e2cf3250cb2d,Season 18 - UD | UF Despair Octagram.pdf,2025-10-25 03:26 PM
31d98781-0236-492b-a3ec-7c71b13a62d6,Season 18 - Who are the Body Temple?.pdf,2025-10-25 03:26 PM
8a0973ee-a155-4dae-a1ba-3f3b166363a4,Season 18 - Introduction to Cognitive Mechanics.pdf,2025-10-25 03:26 PM
89efac59-88c1-45dc-9c97-4b6201287476,Season 18 - UD | SF Hope Octagram.pdf,2025-10-25 03:26 PM
bf44a775-12bc-4f08-b777-3a6ec714f8a1,Season 18 - Who are the Mind Temple?.pdf,2025-10-25 03:26 PM
65edb5c2-aaab-428c-b299-cf86ae4d1b20,Season 18 - The 4th Axis (Ti & Fe).pdf,2025-10-25 03:26 PM
629aad01-89b9-4a47-a042-4daa7ea63634,Season 18 - The 1st Orbit_ Si & Se.pdf,2025-10-25 03:27 PM
a018de7f-02a6-4d23-be38-fafb7df44bc9,Season 18 - The System Behind Perception.pdf,2025-10-25 03:27 PM
a4ba25f1-2160-4ef6-9aa9-057d2f987e06,Season 18 - The 2nd Axis_ Fire and Wind.pdf,2025-10-25 03:27 PM
8bc938c0-2f83-4a97-8219-346bc508892b,Season 18 - The 4th Cognitive Orbit Fi & Fe.pdf,2025-10-25 03:27 PM
aa1d4cf7-bb5b-43be-be99-8564a1cd4eb2,Season 18 - The IPOF of Cognition.pdf,2025-10-25 03:27 PM
5983813b-57c6-4e25-886c-e450dfaf32bd,Season 18 - Who are the Heart Temple?.pdf,2025-10-25 03:27 PM
473515aa-4d64-433d-8c77-1f0130432bae,Season 18 - The 2nd Orbit_ Ni & Ne.pdf,2025-10-25 03:27 PM
14bc4beb-a544-4632-9c44-848f5f29790d,Season 18 - What are god functions?.pdf,2025-10-25 03:27 PM
4a371ca5-7c44-42e7-80de-ab966d49dda5,Season 18 - The First Axis_ Earth and Water.pdf,2025-10-25 03:27 PM
11835986-815e-415f-bebd-a160b7d82a06,Season 18 - Validation and Authority.pdf,2025-10-25 03:27 PM
4c21263b-254f-439c-8edf-c86c9df9cc25,Season 18 - The Third Reflection Si + Ni.pdf,2025-10-25 03:28 PM
4ebbba45-4607-4b78-91e2-00fee80330ff,Season 18 - SD | SF Joy Octagram.pdf,2025-10-25 03:28 PM
9208d9ea-8f05-45ed-86dc-8d7ce8ac5b96,Season 18 - Temple Introduction.pdf,2025-10-25 03:28 PM
202c0cc4-99f9-4dec-a363-1690b020e918,Season 18 - Who are the Soul Temple?.pdf,2025-10-25 03:28 PM
8df799c4-989b-40ee-8f5a-63018ff4eeb8,Season 18 - The 3rd Orbit Ti and Te.pdf,2025-10-25 03:28 PM
